CIBERSORT	W070517001156	W070517001157	W070517001159	W070517001160	W070517001161	W070517001162	W070517102034	W070517102035	W070517102036	W070517102037	W070517102038	W070517102051
AC079781.1	5.88655	1.90112	0	3.82023	3.9445	0	11.2073	0	1.07318	7.32496	0	3.70692
AC079781.5	0	0	0	3.2759	0	0	0	0	0	0	0	0
AC079781.8	0.485484	1.25055	0.123272	2.45342	0.4845	0.140752	1.59603	0.927201	0.762298	0.999539	0.278698	1.02666
AC079790.2	0	0.111062	0	0.107448	0	0	0	0	0	0	0.083633	0
AC079807.1	0.1553	0	0	0	0	0	0.0766576	0	0	0.19661	0	0
AC079807.2	14.9232241	17.3149	16.637153	25.464616	13.7570281	10.630675	8.328629	13.440415	10.9743	17.7126	17.957539	18.797701
AC079807.3	2.51576	1.78625	2.25126	3.48065	1.15919	0.540673	1.92435	2.62932	2.69229	2.81184	1.59709	1.61563
AC079807.4	0.104472	0	0.0330422	0	0.0753713	0.0379793	0.0255219	0.0638672	0	0	0.0262767	0.0327423
AC079809.2	0	0	0	0.572488	0	0	0	0	0.235575	0	0	0.206886
AC079834.2	0	0	0	0	0	0	0	0	0	0	0	0.949796
AC079920.1	0	0	0	0	1.45771	0	0	0	0	0	0	0
AC079922.2	0	0	0	0.230475	0	1.32702	0	0	0.430044	0	0.198218	1.60594
AC079922.3	0.0256463	0	0	0	0.0128354	0	0	0	0	0	0	0
AC079949.1	0	0	0	0.786216	2.51456	1.16122	1.33224	0	0	2.01719	0	11.7015
AC079951.1	0	0	0	1.22846	0	0	0	0	0	0	0	0
AC079988.3	0	0	0	0	0	0	0.111669	0	0	0	0	0
AC080125.1	0	0.236884	0.17487	0.0533988	0	0	0	0	0	0.12118	0	0
AC083822.2	0.96925	0	0	0.735882	0.85744	0.880703	0.353452	0	0.434908	0.414245	0.613308	0.387984
AC083843.1	0	0	0.0161666	0.0150227	0.0126885	0	0.00594436	0.0150657	0	0	0	0.00780122
AC083855.5	1.6308	0.9422	2.89818	2.18393	2.70383	0.824091	2.38138	2.2224	0.807686	0.773257	2.25809	2.84939
AC083862.6	0.34784	0.196603	0.450773	0.648229	0.420183	0.113395	1.02877	0.29303	1.38571	0.959029	0.598636	0.511833
AC083864.3	0	0	0	0	0	0.0702921	0	0	0	0	0.0997464	0.0600775
AC083864.4	0	0	0	0	0	0	0	0	0	0	0.01226	0
AC083873.4	0.0209452	0.0280241	0	0	0.0222772	0	0	0.0502344	0.0273096	0.11206	0.0425607	0
AC083875.2	0	0	0	0	0	0	0	0.317486	0	0	0	0
AC083884.8	5.3332	4.7412562	3.24532	4.3725232	2.4594042	3.3298567	4.0399943	5.0007052	3.34093	4.5213402	4.7133038	3.0271441
AC083899.1	0.0501115	0.0515534	0	0	0	0.0298596	0	0	0	0	0.0195518	0.0244758
AC083899.3	0.293319	1.28716	0.624301	1.10855	0.760886	0.347006	0.427195	0.68934	1.22268	0.705407	1.1818	0.528836
AC083949.1	0.260644	0.333212	0.37015	0.5134786	0.3480905	0.220396	0.445434	0.266205	0.190947	0.37239	0.4063117	0.429773
AC084010.1	0	0	0	0	1.29549	0	0	0	0	0	0.695355	0
AC084082.3	0	0	0.0335371	0	0.0620659	0	0.025541	0.0313178	0.066344	0	0	0
AC084114.1	0	0.931959	0	0	1.45771	0	0	0	0	1.10465	0	1.44107
AC084117.3	0.597329	0	0	0	0	0	0.427633	0	0.272026	0	0	0
AC084121.17	0.163087	0	0	0	0	0.112535	0	0	0	0	0	0.0237726
AC084219.2	1.56341	1.04156	1.1867	1.45638	0.842612	1.32049	2.06501	1.63237	1.6711	2.29071	1.30793	1.0262
AC084219.3	0	0.013454	0	0	0.0877681	0	0	0	0	0	0	0
AC084219.4	0	0	0	0.140911	0	0	0	0	0	0	0	0
AC084290.2	0	0.115242	0	0	0.362459	0	0	0.122014	0	0	0	0
AC084368.1	11.7724	2.52177	2.33464	3.4686	3.72527	6.11311	3.49552	5.18561	1.2564	6.82285	1.94816	2.19953
AC084809.2	0	0.0692925	0	0	0	0.0797107	0.0524596	0	0	0.0708626	0	0
AC084854.1	0	0	2.00112	1.78686	0	0	1.57447	0	1.96654	0	0.689972	3.79918
AC087163.2	0.0446193	0.056819	0.0554723	0.0752744	0.0651541	0.0327594	0	0.027152	0	0.0874373	0.131414	0.238051
AC087163.3	0	0	0	0	0	0	0	0	0	0	0	0.0837409
AC087174.1	0	0	0	0	0	0	0.787234	0	0	0	0	0
AC087294.2	0.0807709	0	0.0345141	0.0942237	0.0261915	0	0.0794456	0	0	0	0.1909807	0.0330741
AC087430.1	0	0	0	0	0	0	0.0110721	0	0.0287937	0.0303023	0	0
AC087433.1	0	2.14351	0	0	2.28596	2.43303	0	2.9632	0.98327	0	0	0.773908
AC087491.2	0.329738	0	0.104869	0	0	0	0	0	0	0.105571	0	0
AC087499.5	0.193774	0.0174109	0	0	0	0.0400235	0.439903	0.0469984	0.0836806	0.0176073	0.0525157	0.06405
AC087499.7	0	0	0	0	0	0	0.0216516	0	0	0	0	0
AC087650.1	0.0592412	0	0	0	0	0	0	0	0	0	0	0
AC090044.2	0	0	0	0	0	0	0	0.0989908	0	0.0512284	0	0
AC090132.1	0	0	0	0	0	0	0	0	1.19027	0	0	0
AC090181.1	0	0	0	0	0.798272	1.27734	0	0	0	0	0.788539	0
AC090286.2	1.05479	1.24917	0.568334	0.449328	0.283353	1.34553	0.586247	1.11661	1.12411	1.49162	0.466189	1.57856
AC090286.4	0.0196915	0	0	0	0	0	0	0	0	0	0	0
AC090324.1	0	0	0	1.1562	0	0	0	0	0	0	0	0
AC090505.4	0	0	0	0	0	0	0.0429834	0	0	0	0	0.0554475
AC090505.5	0	0	0	0	0	0	0.041882	0.0207979	0	0	0.0085743	0
AC090587.4	0.0404877	0	0	0	0	0	0	0	0	0	0	0
AC090616.2	2.90075	2.11635	1.86463	2.79815	1.24761	1.2677	1.78943	2.46721	1.2836	1.44543	1.50688	2.06374
AC090644.1	0	0	0	0	0	0	0	0	0	0	0	0.720535
AC090804.1	5.37825	22.8507	8.09097	24.0285	15.008	13.8876	11.8999	13.9425	12.7909	14.5369	19.2681	19.7944
AC090945.1	0.0745157	0.126227	0	0.0617706	0.043821	0.0486076	0.0529778	0.0384287	0.0140452	0.131181	0.0853495	0.0132439
AC090952.5	0	0	0	0	0	0	0	0.0978416	0	0	0	0
AC090957.2	0	0	0	0	0	0	0.0145414	0	0	0	0	0
AC090958.5	0	0	0	0	0	0	0	0	0	0.0818159	0	0
AC090960.1	0	0	0	0	0	0.396075	0.154635	0	0	0	0.133543	0.168512
AC091038.1	0	2.52177	0	0	0	0	0	3.03566	0	0	2.92223	0
AC091042.1	1.07021	2.52177	0	2.3124	1.86264	0	0.873607	3.8892	0	0	6.81855	2.19953
AC091053.2	6.04742	0	0	1.57122	2.76493	1.8378	0	0	0	2.55802	0	0
AC091132.1	0	0.0333618	0.033643	0	0	0.0387208	0.0259694	0	0.0332375	0	0.0254087	0.0321815
AC091177.1	0	0	0	0	0	0	0	0	0	0	0.0626991	0
AC091185.1	0	0	0	0	0	0	0	2.44029	0	0	0	0
AC091304.1	0.611551	0.765538	0	0	0	0	0.298606	0	0	0	0	0
AC091492.2	0	0	0	0	0	0	0.163562	0	0.202851	0	0	0
AC091493.1	0	0	0	0	0	0	0	0	0	0	0.017372	0
AC091565.1	1.2231	0	0	0	0	0	0.597212	0	0	0	0	0
AC091633.2	0	0	0	0	0	0.218381	0.147873	0.447684	0.0967467	0	0.215231	0.0897049
AC091654.7	0.219595	0	0	0	0	0	0	0	0	0	0.0706681	0.0891328
AC091697.1	0	0	0	0	0	4.50826	0	0	0	0	0	0
AC091729.9	0	0	0	0.130816	0	0	0	0	0	0	0	0.0198886
AC091801.1	0.0580884	0	0	0	0	0	0.215224	0	0.0372232	0	0	0
AC091814.2	0	0	0	0	0	0	0	0	0	0	0.0282915	0
AC091814.3	0.0854151	0.133666	0.226775	0.204938	0.0795342	0.133535	0.125387	0.10122	0.0981907	0.0944866	0.275989	0.108036
AC091849.1	0	0	1.31324	0	0	0	0	0	0	0	0	0
AC091878.1	0	0	0	0	0	0	0.0274646	0	0	0	0.00686622	0.0345568
AC091895.1	0	0	0	0	0	0	0	0	0	0	0	0.870646
AC092043.1	0	0	0	0	0	0	0	0	0	0	0	1.86223
AC092066.1	0.0114204	0	0.0144134	0.0131459	0.0114457	0.0178329	0.0334272	0.027174	0.0145047	0	0.0112723	0.0279282
AC092106.1	0	0.0991041	0	0	0	0	0.154021	0	0	0	0	0
AC092155.1	0	0	0	0	0	0	0.0796787	0.0974856	0	0.211771	0.721422	0.0985357
AC092159.2	0.222451	0.529316	0.0704821	0.480803	0.155624	0.109499	0.0894969	0.218268	0.214506	0.404346	0.305024	0.350368
AC092162.1	0	0	0.00887423	0.00805255	0	0	0.042108	0	0	0	0	0
AC092168.2	0	0	0	0.0602483	0	0	0	0	0	0	0	0
AC092171.2	0	0	0	0.0605386	0	0	0.0527714	0	0	0	0	0
AC092171.4	0.00392546	0.0159819	0.0151389	0.00921403	0.00404012	0.00597906	0.0112796	0.00936359	0.00999518	0	0.0233558	0.00962111
AC092192.1	0.0430015	0.114398	0	0.102901	0	0.0656625	0	0	0	0	0	0
AC092301.3	0	0	0.0421164	0	0.0332265	0	0	0	0	0	0	0
AC092309.1	0	0	0	1.1562	0	0	0	0	0	0	0	0
AC092338.5	0	0	0	0.0388412	0	0	0	0	0	0	0	0
AC092375.1	0	0	0	0	0	0	0	0.244029	0	0	0	0
AC092431.3	0	0	0	0.0751083	0.0700678	0	0	0	0	0	0	0
AC092535.3	0	0.0136782	0	0	0	0	0	0	0	0.0137011	0	0
AC092566.1	0	0	0	0	0	0.586323	0	0	0	0	0	0
AC092568.1	0	0	0	0	0	0	0	0.0311915	0	0	0	0
AC092574.2	1.07021	5.04354	0	2.45693	8.87491	4.79003	8.65957	0	0	10.9166	4.87039	9.83318
AC092580.1	0.181576	0.0569882	0	0.0514824	0.0428524	0.190807	0.0877441	0	0.280528	0	0.0883232	0.0549197
AC092580.4	0	0	0	0	0	0	0	0	0	0.286391	0	0
AC092597.3	0.200583	0.375001	0.12947	0.238021	0.552938	0	0.318275	0	0	0.306939	0.409209	0.558691
AC092620.2	0.0559706	0	0.0712291	0.0646768	0	0	0	0.135592	0.0697548	0	0	0.067679
AC092620.3	0	0	0	0.089024	0.0741086	0	0	0	0	0	0	0
AC092638.2	0	0	0	0.0184572	0	0.0238852	0	0	0.0200253	0	0	0
AC092641.2	0.587585	0.493241	0.624697	0.100837	0.604624	0.189862	0.336864	0.561982	0.495537	0.391052	0.257025	0.704828
AC092642.1	0	0	0	0	0	0	0	0.0983053	0	0	0	0
AC092646.2	0	0	0	0	0	0	0	0	0	0	0	0.0745153
AC092651.1	0	0	0	0.921877	0	0	0	0	0	0.217721	0	0
AC092652.1	0	0	0	0	0.1446757	0	0	0.222328	0.105679	0	0	0.3764817
AC092666.1	0	0	0	2.80792	0	2.55468	0	0	0	0	0	0
AC092667.2	0.180906	0.198105	0.175715	0.201154	0.132497	0.210394	0.410273	0.334792	0.3129	1.0546	0.962258	0.268624
AC092669.3	0.0991058	0.246975	0.0244168	0.229415	0.255022	0.147952	0.214101	0.123764	0.0835919	0.132343	0.171194	0.118652
AC092675.3	0	0.0630797	0	0	0	0	0	0	0	0	0	0
AC092684.1	0	0	0	0	0	0.268335	0	0	0.0535833	0	0	0.0563034
AC092687.4	0	0	0	0	0	0	0	0.226693	0	0	0	0
AC092687.5	0	0.33147	0	0	0	0	0	0	0	0.347965	0	0
AC092718.1	0.0302954	0	0	0	0	0	0	0	0	0	0	0
AC092798.2	4.40594	3.26549	3.39469	4.32987	2.93832	3.25926	4.18405	3.59771	2.75662	5.87639	3.54435	2.42088
AC092835.2	0.0133005	0.0176619	0.0176086	0.0318511	0.0137854	0.0405627	0.0772814	0.0159485	0.0168275	0.0351177	0.0269124	0.0336061
AC092839.4	0	0	0.228389	0	0	0	0	0	0	0	0	0
AC092865.1	22.8958	8.95202	10.5863	15.6309	10.7622	6.63529	8.5892	32.2563	10.3247	12.8864	13.2384	13.133
AC092881.1	0	0.0205299	0.0203937	0	0.015746	0	0	0	0	0.0204375	0	0
AC092933.3	0	0	0	0	0	0.672285	0	0	0	0	0	0
AC092933.4	0.0304643	0	0.0393718	0	0.0921651	0.0908092	0	0	0	0	0	0.0377809
AC092958.1	0	0	0	0	0	0	0	1.09171	0	0	0	0
AC092965.1	0	0	0	0	0	0	0	0	0	0	0	0.0328475
AC093106.5	0	0.13714	0	0	0	0	0	0	0	0	0	0
AC093107.7	0.393571	0.651408	0	0	0	0	0	0	0	0.0755523	0.167238	0.134316
AC093110.3	0	0.200906	0	0	0	0.126836	0	0.0422662	0	0.0998991	0	0.0946831
AC093142.2	0	0.263007	0.13215	0	0	0.46169	0	0	0	0.434957	0	0
AC093151.2	0	0	0	0	0	0	0	0	0	0	1.43994	0
AC093162.1	0	0	0	0	0	7.29909	0	0	0	0	0	0
AC093162.5	5.5831	5.36865	4.52592	6.729	2.68937	3.57886	3.76041	6.95255	4.67972	5.56358	5.61123	6.7357
AC093165.1	0	0	0	1.09197	0	0	0	0	0	0	0	0
AC093166.4	0	0	0	0	0	0	0.121752	0	0.16464	0	0	0
AC093267.1	0	0	0	0	0	0	0	1.22014	0	0	0	0
AC093270.1	0	0	0	0	0	0	0	1.22014	0	0	0	0
AC093323.3	0.0301937	0.168081	0.126634	0.13663	0.150774	0.15173	0.0659982	0.0902233	0	0.0988973	0.0526702	0.066291
AC093373.1	2.03304	0	0	3.24693	1.02502	1.81251	1.05631	0	0	0	1.62979	0
AC093375.1	0	0	0	0.116848	0	0	0.0940384	0	0	0	0.0332191	0
AC093381.2	0	0.112816	0	0.411605	0	0	0	0.105829	0	0	0	0
AC093484.4	0.452648	0.101685	0	0.0832359	0.155544	0	0.597719	0.0894631	0.189367	0.692208	0.286888	0.311246
AC093495.4	27.8299418	20.3321220071844	16.5557128006324	21.37599505754	9.3724039	16.937378	17.4769532	31.7678878	18.6467619	11.0247591	21.1134503	21.751144995
AC093590.1	0	0	0	0.0614137	0	0	0.217788	0.0692084	0	0	0	0.0633978
AC093609.1	0	0	0	0.0548722	0.0233496	0	0.0232621	0.0285285	0	0	0	0
AC093611.1	0	0	0	0.755977	0	0	0	0	0	0	0	0
AC093616.4	6.43034	1.46739	12.6835	7.1281	5.93119	9.14217	5.49134	4.82261	10.435	13.2812	4.21123	6.51086
AC093620.5	1.23957	1.67791	1.36796	1.50813	1.09206	0.457826	0.523933	0.974309	0.343023	0.346525	0.895022	1.06983
AC093627.10	0.15782	0	0	0	0.0660119	0	0.0103317	0	0	0	0	0.00442685
AC093627.8	0	0.0514722	0	0	0	0.0589637	0	0	0	0	0	0
AC093627.9	0	0	0	0	0	0	0.0462453	0	0	0	0	0
AC093642.1	0.417675	0.264035	0.237996	0.231603	0.105621	0.342595	0.34524	0.0753386	0.00484105	0.414467	0.350958	0.0875838
AC093642.3	0.0559442	0.1496842	0.0132748	0.1900052	0.551117	0.3290875	0.222724	0.381706	0.0130366	0.391514	0.4920458	0.4885575
AC093642.4	0	0	0	0.0309465	0.0960618	0.153044	0	0.0358215	0	0.0373423	0	0
AC093642.5	5.3060955	3.486181	2.661277	4.6573579207	2.64516	5.889543	8.624348	5.696809	5.273204	10.4785039	5.4098	7.085613
AC093668.1	3.42468	3.75113	2.10118	3.84562	0.34614	1.21652	0.30927	3.45707	2.45818	0.610466	1.50539	2.70868
AC093668.2	0	0	0	0	0	0	0	0	0	1.22093	0	4.01837
AC093673.5	0	0	0	0.0962022	0	0	0.0428178	0.101907	0	0	0	0.0514206
AC093690.1	0.177264	0.140702	0.100922	0.380723	0.438048	0.20719	0.144039	0.590674	0.323212	0.280236	0.340383	0.0772151
AC093698.1	0	0	0	0	0	0	0	0.164218	0	0	0	0
AC093724.2	0.205199	0.469833	0.0208045	0.510486	0.13903	0.0541038	0.125608	0.104036	0.472414	0.353685	0.283978	0.335331
AC093732.1	0	0	0	0	0	0	0.0546411	0	0.0714288	0	0	0
AC093756.1	0	0	0	0	0	0	0	0	0.904609	0	0	0.720535
AC093802.1	0	0	0	0	0	0	0	0.00627411	0	0	0	0.00663145
AC093807.1	0	1.26089	0	0	0	0	0	0	0	0	0	0
AC093807.2	0	0	0	0	0	0	0	0	1.2564	0	0	0
AC093818.1	0	0	0	0.0421666	0.0363009	0	0	0.0698696	0	0	0	0.1145444
AC093822.1	0	0	0	0	0	0	0.101282	0	0	0	0	0
AC093838.4	1.308816	1.5591	1.891187	2.803002	1.43529	1.380882	2.465644	1.640728	1.790755	2.78689	1.790194	2.450827
AC093859.1	1.55667	0	0	0.982771	0	0	0	0	0	0	0.752697	0
AC093865.1	0	0	0	0	0	0	0	0.982158	0.861573	0	0	0
AC093887.1	0	6.07774	0.71849	0	0	2.30515	0	0	0	0	0.719971	0.773908
AC093906.1	0	0	0	0	1.45771	0	0.787234	4.50922	0	1.77876	1.08898	0
AC093928.1	0	0	0	0	0	0	0	0	0	0	0.752697	0
AC094019.4	0.811537	0.203157	0.416518	0.741681	0.159088	0.233841	0.399059	0.678491	0.426843	0.320264	0.640967	0.788529
AC096558.1	0	0	0	0.101842	0.0896455	0	0	0.0983053	0.108727	0	0.0844864	0.214312
AC096559.1	0	0	0	0	0	0	0	0	0	0	0.24352	0
AC096574.4	0	0	0	0.00874479	0.00794621	0.0114651	0.0431146	0	0	0	0	0
AC096579.13	0.0488623	0.123347	0	0	0	0	0.143364	0.105202	0	0.0640186	0	0
AC096587.1	0	0.931959	0	0	0	0	1.19442	0	0.869816	0	1.27379	0
AC096649.2	0.0402687	0	0	0	0	0	0	0.0473367	0	0	0	0
AC096649.4	0	0.000425203	0	0	0	0	0	0	0	0	0	0.62301
AC096669.1	0.105741	0	0	0	0	0	0	0	0	0	0	0
AC096669.3	0	0	0	0	0	0	0	0	0	0.0129715	0	0
AC096750.1	0	0	0	0	0	1.50275	0	0	0	0	0	0
AC096752.1	0.951301	0	0	0	1.67637	0	0	0	0	1.28876	0	0
AC096772.6	0	0	0	0	0.0472127	0	0.168464	0	0	0	0	0.0558389
AC096775.2	0	0	0	0	0.178337	0	0	0	0	0.23551	0	0.107709
AC096921.2	0.398219	0.114626	0.115449	0.317023	0.362459	0.414273	0	0.122014	0	0.253527	0.180976	0.338846
AC096922.2	0	0	0	0	0.628162	0	0	0	0	0	0	0
AC096967.1	1.48899	0	0	3.50276	0	0	0.759352	2.70553	0	0	0	2.7407
AC097108.1	0	0	0	0	0	0	0	0	0	0	0.974078	0
AC097361.1	0	0	0	0	0	0	0	3.65481	0	0	0	0
AC097374.2	0.0140148	0.00768661	0	0.00564872	0.0171911	0.1351688	0.0280377	0.00288333	0.00591308	0.00322793	0.00732816	0.11665985
AC097381.1	0	0	0	0.02895711	0	0	0	0	0	0	0.008222252	0
AC097382.1	0	0	0.583661	0	0	0	0	0	0	0	0	0
AC097382.5	0.240624	0	0	0	0.235628	0.147447	0.0890402	0	0.104436	0	0	0.185664
AC097467.2	0	0	0	0.1053645	0.0886969	0.672284	0	0.1507793	0	0	0.0521564	0.0541408
AC097470.1	0	0	0	0	0	0	0	0	0	0	1.32475	0
AC097495.3	0	0	0	0	0	0.0408266	0	0	0.0358958	0.073628	0	0
AC097523.1	0.608214	0.128354	0.124136	0.61894	0.390946	0.37115	0.249706	0.248563	0.26515	0.61044	0	0.238321
AC097523.3	0.238931	0.99441	0.21224	0.305525	0.354788	0.396404	0.626937	1.33208	0.105187	0.115411	0	0.21322
AC097532.2	0	0	0	0	0	0	0.139671	0	0	0	0	0
AC097639.8	0	0.069397	0.034068	0	0	0	0.0537474	0	0	0.0722284	0	0
AC097662.2	0	0	0	0	0.04163091	0.9031236	0.226116	0.0624611	0.0656305	0.1703627	0.2679289	0.8565406
AC097711.1	0	0	0	0	0	0	0.0203798	0	0	0	0	0
AC097713.4	0	0	0	0	0	0	0	0	0	0	0.0763983	0
AC097713.5	0	0.252177	0	0	0	0	0	0	0.579877	0	0.099755	0
AC097721.1	0.111266	0.137657	0.236052	0.256728	0.0777987	0.0394012	0.212582	0.168699	0.0683924	0.0707492	0.0271295	0.0996351
AC097721.2	0	0	0.0885529	0.086168	0.0346335	0.0530983	0	0	0	0.0927215	0	0
AC097724.3	0.0606649	0	0	0.128638	0.103239	0	0.304542	0	0	0	0	0
AC098614.2	0.405381	0.48096	0.103243	0.267171	1.09343	0.812961	0.973868	1.08097	0.914612	1.80585	0.691341	0.664379
AC098820.3	0	0	0	0	0	0	0	0	0	0.0318006	0.0793247	0.0968565
AC098823.3	0	0	0	0	0.0129759	0	0.0160641	0.012456	0	0.0137308	0	0.0249797
AC098824.6	0.395356	0.431823	0.0491803	0.490435	0.382849	0.671472	1.32662	0.6114	0.276827	1.05587	0.333568	0.37653
AC098828.2	0	0	0	0	0.031706	0	0	0.0789806	0	0.0990187	0	0.0492963
AC098830.1	0	0	0	1.01557	0	0	0	0.92173	0	0	0	0
AC098831.4	1.423963	0.551276	1.16303	0.204255	2.400393	1.350314	0.55546	1.139112	0.113522	1.775987	1.246015	2.279055
AC098847.1	10.1184	0	0.778214	0	2.18657	3.48366	0.597212	3.60738	6.33226	1.15988	0	1.49254
AC098973.2	0	0	0	0.000565422	0	0	0	0	0	0	0	0
AC099326.1	0	0	0	0	0	0.202753	0	0	0	0	0	0
AC099506.1	0	0	0	0	0	0	0	3.46216	0	0	0	0
AC099535.4	0.0824493	0	0	0	0	0	0.314164	0.307254	0	0.215782	0.0792261	0.0950382
AC099552.2	0	0	0	0	0	0	0	0	0	0	0	0.0629053
AC099552.4	0	0	0	0.104097	0	0	0	0	0	0	0	0
AC099668.5	0.175255	0.145412	0.0697259	0.132504	0	0	0	0	0.467207	0.173712	0.165648	0.0723152
AC099759.1	0	0	0	0	0	0	0	0	1.2564	0	0.926152	2.48224
AC100756.1	0	0	0	0	0	0	0.298606	0	0	0	0	0.154782
AC100756.2	0.720215	0	0	0	0	0	0	0	0	0	0.636897	0
AC100800.1	0	0	0	0	0.728857	0	0	0	0	0	0	0
AC100802.3	0	0	0	0.0323097	0.0288119	0.0423002	0	0	0	0	0	0
AC100817.1	0	0	0	0	0	0	0	0	0	0	0	0.908501
AC100830.3	0	0	0	0	0.0339987	0.0476894	0	0.0388034	0.0905288	0	0.011	0
AC100830.4	0	0	0	0	0	0.304285	0	0	0	0	0	0
AC100830.5	0	0	0	0.255265	0.209546	0	0	0	0	0.293642	0.215056	0
AC103563.2	0	0	0	0	0	0	0	0	0.145905	0	0	0
AC103563.4	0.0803366	0.103841	0	0	0	0	0.160295	0	0.105955	0	0.0808015	0
AC103563.5	0	0	0	0	0	1.34457	0	0	0	0	0	0
AC103563.7	0.2718	0.938761	0	0	0	0	0.143133	0	0.179486	0	0	0
AC103563.8	0	0	0	0	0	0	0	0	0.0808465	0	0	0
AC103563.9	0	0	0	0	0	0.0846624	0	0	0	0	0	0.0707741
AC103564.6	0.00814209	0.0104688	0.0101454	0	0	0	0.039267	0	0	0	0	0
AC103564.7	0	0.138627	0	0	0	0	0.0494906	0	0	0	0	0.150853
AC103724.1	0	0	0	0	0.955204	0	0.824721	0	0	0	1.83993	0
AC104024.1	0	0	0	0	0.0101597	0	0	0.0118119	0	0	0.010029	0
AC104024.2	0.304422	0.231808	0.152437	0.270743	0.11697	0.0887581	0.546454	0.0758088	0.312514	0.778337	0.293556	0
AC104057.1	0	0	0.0168802	0.0332165	0	0.267481	0	0	0.053459	0.0584791	0.0522344	0
AC104066.1	0	0	0	0	0.761987	0	0	0	0	0	0	0
AC104073.2	0	0	0	0	0.0493404	0	0	0.225804	0	0.0287164	0	0
AC104113.3	0	0	0	0.10345	0	0	0.088363	0	0	0	0	0.108831
AC104134.2	1.12919	0.137136	0.877312	0.104717	0	0.738331	6.43082	0.636416	0.778051	2.10036	1.16798	0.889774
AC104135.2	0	0	0	0	0	0	0.0366181	0	0	0	0	0
AC104183.1	0.856171	0	0	0	0	0	0	0	0	0	0	0
AC104297.1	0	0	0	0	0	0	0.0930112	0.057751	0	0	0.190053	0.298072
AC104301.1	0	0	0	0	0	0	0.298606	0	0	0	0	0
AC104306.1	0.607932	0.117131	0	0.429626	0	0	0.106252	0	0	0.129596	0	0
AC104306.2	1.00726	0	0	0	0	0.68481	0.367128	0	0	0	0	0
AC104306.4	0	0	0	0	0	0	0	0	0	0	0	0.135685
AC104389.1	0	15.8017	22.5787	8.31797	3.97005	1.75647	6.82775	4.80712	3.70705	2.31562	1.05728	2.93673
AC104389.2	0.860219	0	0	0	6.65186	0	17.0044	0	3.18553	0	0	4.87799
AC104389.28	0	0	0	0	0.0313444	0	0.0862861	0	0	0	0	0
AC104417.1	0	0	0	1.0345	0	0	0	0	0	0	0	0
AC104451.2	2.21192	1.47509	2.56759	4.82335	1.12938	5.25534	2.25715	0.783909	1.00929	2.34518	5.66998	3.39705
AC104532.2	0	0.0573968	0	0	0	0	0	0	0	0	0	0
AC104532.3	0	0.549617	0.276471	0.881974	0.327544	1.11198	0.122787	0.435156	0.91496	0.15016	0.324693	0
AC104532.4	0	0	0.0682262	0	0.00250005	0	0	0	0	0	0	0.0598644
AC104534.2	0	0	0	0	0.0404857	0	0	0	0	0	0.0767206	0
AC104534.3	0.138957	0.430089	0.559603	0	0.131257	0.286086	0	0	0	0.0866597	0.267246	0
AC104592.1	0	2.25574	0	0	0	0	0	0	0	0	0	0
AC104634.3	0.162307	0.320218	0	0.190827	0.413508	0.121199	0.0798117	0.0973823	0.643087	0.874349	0.745847	0.612552
AC104651.2	0.118376	0.0760379	0	0.357412	0.0580531	0	0.0563912	0	0	0.230468	0	0
AC104653.1	0	0	0	0.0840151	0.0901275	0	0	0	0	0	0	0.109401
AC104655.2	0	0	0	0	0	0	0	0.293525	0	0	0	0
AC104667.3	0	0.0500713	0	0	0	0	0	0.0155216	0	0	0	0.0164486
AC104687.1	0	0	0	0	0	0	0	0	0	1.36457	0	0
AC104692.1	0	0	0	0	0.986101	0	0.911534	0	0	0	0	0
AC104699.1	0.0799579	0.0920243	0	0	0	0	0.0796824	0	0	0.0986448	0.0745088	0
AC104777.1	0	0	0	0	0	0	0	0	0.0727693	0	0	0
AC104777.2	0	0	0	0	0	0.014818	0	0	0	0	0	0
AC104794.4	0	0.145979	0	0	0	0	0	0	0	0	0	0
AC104802.1	0	0	0	0.412099	0	0	0	0	0	1.03173	0	0
AC104809.2	0	0.018534	0.00879086	0.0424727	0.00702266	0.0105415	0.0208234	0.0517158	0.00912649	0.0478812	0.00936643	0.0255915
AC104809.4	0.1500149	0.0887899	0.1571191	0.1792834	0.39606	0.1053201	0.0754396	0.2137844	0.0929036	0.1149111	0.1046753	0.261224
AC104820.2	0	0.0214296	0.2317657	0.1444561	0.0536379	0.162188	0.765487	0.0898612	0.071475	0.1161702	0.2191631	0
AC104978.1	0	0.225632	0.108308	0.413798	0.180255	0.549394	0.478429	0.112731	0	0.239152	0.170715	0.109401
AC104981.1	0.336606	0.591406	0.172257	1.2287	0.662115	0.420179	0.428697	1.05512	0.29299	0.37981	0.946453	1.19038
AC104996.1	0	0	0	0	0.731651	0	0	0	0.513982	0.610466	0	2.81286
AC105052.1	3.42468	3.75113	2.10118	3.84562	0.34614	1.21652	0.30927	3.45707	2.45818	0.610466	1.50539	2.70868
AC105053.3	0	0	0	0.0169162	0	0	0.0145766	0.0724345	0.0379162	0	0	0
AC105342.1	0.00185325	0	0	0	0	0.00284906	0.0109184	0	0	0	0	0.0118596
AC105399.1	0.89802	0	0	0	0.786008	0	0	0	0	0	0	0
AC105399.2	0	0	0	0	0	0.440462	0	0	0	0	0	0
AC105402.3	0.0726323	0.189197	0	0	0	0	0	0.355923	0	0	0	0
